"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2021-10-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Congo, República Democrática del","COD","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","1180.774","1232.112","1235.779","1353.123","920.417","1169.773","1364.124","1195.442","2482.559","2603.57","1716.156","1859.169","1932.509","2097.524","2225.869","2255.205","2211.201","2354.214","2460.557","2783.253","2438.555","2669.576","1976.513","2962.936","2871.261","2596.236","2317.544","2757.584","2841.925","3322.302","3171.955","3032.609","2739.249","2603.57","1631.815","2009.516","2214.868","1826.166","1602.479","1254.114","825.075","689.396","744.401","905.749","990.09","1239.446","1327.454","1448.465","1609.813","1474.134","1727.157","2222.202","2200.2","3366.306","4503.076","2636.573","1914.174","","","","",
"Congo, República del","COG","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","223.687","267.691","238.355","234.688","267.691","245.689","308.028","322.696","451.041","498.712","377.701","403.37","374.034","359.366","370.367","337.364","528.048","300.694","238.355","275.025","275.025","319.029","1169.773","971.755","971.755","1081.765","865.412","1133.103","1290.784","1272.449","971.755","1041.428","1243.113","1114.768","1734.491","1147.771","1320.12","1914.174","355.699","363.033","557.384","766.403","575.719","883.747","913.083","887.414","1023.093","1122.102","1210.11","1576.81","1738.158","1932.509","2478.892","2533.897","2405.552","2357.881","2321.211","","","","",
"Colombia","COL","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","7939.055","9204.17","9515.865","10476.619","10967.997","11210.019","12306.452","12335.788","14297.633","14554.323","17377.913","18122.314","18602.691","19585.447","21726.975","20531.533","21836.985","22519.047","22555.717","23633.815","23923.508","23032.427","23553.141","25250.962","24660.575","25008.94","26156.711","26970.785","28301.906","29427.675","31136.497","32023.911","35679.91","36064.945","39592.599","31818.559","32603.297","34825.499","35386.55","30417.765","29350.668","28565.93","28745.613","29669.697","29548.686","30964.148","34000.424","34275.449","34081.098","35764.251","35727.581","35368.215","38947.207","45514.804","42397.854","43959.996","49196.472","","","","",
"Comoras","COM","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","11.001","11.001","11.001","11.001","11.001","14.668","18.335","18.335","18.335","18.335","29.336","29.336","29.336","29.336","29.336","33.003","40.337","40.337","29.336","22.002","47.671","47.671","47.671","47.671","47.671","47.671","44.004","47.671","51.338","51.338","62.339","66.006","66.006","69.673","69.673","73.34","77.007","80.674","88.008","91.675","102.676","102.676","102.676","132.012","143.013","139.346","161.348","102.676","106.343","132.012","161.348","135.679","143.013","176.016","154.014","168.682","201.685","","","","",
"Cabo Verde","CPV","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","18.335","18.335","14.668","11.001","22.002","18.335","22.002","18.335","25.669","29.336","29.336","33.003","47.671","55.005","66.006","77.007","73.34","80.674","201.685","249.356","121.011","33.003","36.67","36.67","84.341","84.341","58.672","80.674","73.34","80.674","95.342","99.009","106.343","110.01","113.677","121.011","143.013","146.68","157.681","183.35","216.353","234.688","275.025","308.028","330.03","440.04","473.043","506.046","469.376","524.381","557.384","616.056","506.046","498.712","491.378","495.045","542.716","","","","",
"Costa Rica","CRI","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","491.378","491.378","550.05","601.388","660.06","788.405","935.085","821.408","971.755","1067.097","1158.772","1422.796","1631.815","1910.507","1760.16","1873.837","1906.84","2412.886","2676.91","2530.23","2189.199","2020.517","1873.837","1914.174","1767.494","2027.851","2332.212","2467.891","2662.242","2669.576","2647.574","2988.605","3443.313","3523.987","4800.103","4433.403","4334.394","4517.744","4774.434","4972.452","4950.45","5045.792","5526.169","5683.85","5874.534","5742.522","6255.902","6677.607","6787.617","6600.6","6703.276","6340.243","6343.91","6684.941","6787.617","6439.252","6926.963","","","","",
"Estados pequeos del Caribe","CSS","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","4202.382","7044.307","9948.571","4195.048","8320.423","9387.52","8764.13","10447.283","10238.264","10986.332","14590.993","18907.052","19475.437","23930.842","21979.998","24191.199","26571.082","29812.71","27704.185","27432.827","27220.141","21671.97","18070.976","14051.944","13960.269","14323.302","12999.515","14125.284","13842.925","15581.083","17458.587","17854.623","19057.399","18888.717","18268.994","19460.769","21026.578","19431.433","19926.478","21785.647","22119.344","22240.355","21110.919","22280.692","21572.961","22005.667","23164.439","22794.072","24117.859","21466.618","22313.695","21242.931","21026.578","22885.747","21110.919","21114.586","22504.379","","","","",
"Cuba","CUB","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","13384.55","11327.363","13655.908","12449.465","13652.241","13967.603","14616.662","15504.076","15493.075","16688.517","18129.648","19090.402","19915.477","21503.288","21844.319","25845.016","25808.346","27810.528","29075.643","30172.076","29702.7","30832.136","32610.631","28980.301","30663.454","30703.791","31646.21","31866.23","33512.713","33666.727","30850.471","27612.51","19963.148","19086.735","20564.536","24722.914","26164.045","23652.15","23322.12","23465.133","24081.189","23582.477","24238.87","23450.465","22852.744","23721.823","23545.807","22647.392","24770.585","25089.614","31158.499","26541.746","26835.106","25041.943","24524.896","26079.704","25254.629","","","","",
"Curacao","CUW","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5999.212","5214.474","5881.868","6120.223","5115.465","","","","",
"Islas Caimán","CYM","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","11.001","11.001","11.001","11.001","11.001","11.001","18.335","14.668","22.002","44.004","36.67","44.004","55.005","58.672","55.005","55.005","66.006","69.673","91.675","91.675","161.348","154.014","161.348","168.682","183.35","190.684","201.685","216.353","223.687","256.69","249.356","271.358","311.695","333.697","366.7","363.033","385.035","407.037","429.039","429.039","465.709","465.709","484.044","484.044","462.042","473.043","484.044","572.052","583.053","557.384","557.384","586.72","535.382","535.382","546.383","557.384","546.383","","","","",
"Chipre","CYP","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","843.41","817.741","858.078","938.752","964.421","1103.767","1191.775","1272.449","1503.47","1547.474","1573.143","1730.824","2189.199","2273.54","1756.493","1675.819","1954.511","2130.527","2255.205","2438.555","2592.569","2530.23","2570.567","2629.239","2618.238","2574.234","2970.27","3292.966","3454.314","3622.996","3887.02","4077.704","4653.423","4972.452","5687.517","4910.113","5515.168","5368.488","5731.521","5720.52","6153.226","6061.551","6160.56","6791.284","6336.576","6464.921","6750.947","7128.648","7517.35","7315.665","6970.967","6791.284","6406.249","5518.835","5687.517","5727.854","6079.886","","","","",
"República Checa","CZE","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19959.481","19218.747","19226.081","17810.619","18423.008","18250.659","19640.452","19053.732","18111.313","19288.42","19834.803","20362.851","21525.29","21448.283","20883.565","21598.63","21572.961","20876.231","19893.475","19490.105","18899.718","18470.679","19314.089","19937.479","20271.176","","","","",
"Alemania","DEU","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","333623.66","336696.606","340667.967","335226.139","336263.9","346692.848","340917.323","339773.219","324423.157","316880.138","326883.714","312322.057","304452.675","295292.509","288149.193","288790.918","254926.173","274702.304","259440.25","262982.572","252417.945","252436.28","258710.517","250800.798","253774.735","252344.605","","","","",
"Djibouti","DJI","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","40.337","44.004","47.671","66.006","84.341","121.011","139.346","88.008","121.011","84.341","139.346","161.348","190.684","179.683","194.351","198.018","198.018","198.018","201.685","363.033","348.365","300.694","348.365","348.365","352.032","359.366","377.701","388.702","348.365","388.702","322.696","337.364","337.364","337.364","330.03","330.03","333.697","348.365","341.031","341.031","366.7","366.7","399.703","421.705","407.037","414.371","410.704","462.042","498.712","458.375","517.047","473.043","480.377","498.712","528.048","539.049","531.715","","","","",
"Dominica","DMA","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","11.001","11.001","11.001","14.668","14.668","14.668","14.668","22.002","22.002","18.335","25.669","25.669","25.669","25.669","29.336","29.336","29.336","25.669","25.669","33.003","36.67","36.67","40.337","40.337","44.004","47.671","47.671","47.671","55.005","58.672","58.672","58.672","58.672","62.339","66.006","80.674","73.34","80.674","77.007","80.674","102.676","110.01","102.676","117.344","143.013","143.013","143.013","183.35","165.015","161.348","172.349","154.014","165.015","168.682","176.016","176.016","179.683","","","","",
"Dinamarca","DNK","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","14176.622","16475.831","20212.504","23817.165","27326.484","29611.025","35012.516","35401.218","39845.622","46592.902","51433.342","49955.541","52834.136","48679.425","45591.811","43684.971","46556.232","46589.235","46589.235","45151.771","37223.717","32661.969","30494.772","29130.648","28162.56","29589.023","28371.579","26948.783","24836.591","23417.462","21994.666","22504.379","22148.68","22229.354","23542.14","24502.894","27374.155","26208.049","26112.707","25254.629","24381.883","24722.914","23831.833","22332.03","21917.659","21330.939","21800.315","21701.306","21363.942","19413.098","20205.17","18797.042","18034.306","17099.221","16472.164","16593.175","16846.198","","","","",
"República Dominicana","DOM","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","953.42","913.083","1122.102","1133.103","1595.145","1441.131","1529.139","1411.795","2185.532","2460.557","2860.26","3223.293","4334.394","5672.849","6112.889","6046.883","6006.546","5181.471","5016.456","6365.912","5951.541","5694.851","5867.2","7363.336","6875.625","6791.284","7572.355","8595.448","8833.803","8870.473","8679.789","9273.843","9875.231","10810.316","11562.051","14866.018","16167.803","16761.857","16743.522","16802.194","18290.996","17909.628","19193.078","16688.517","14686.335","15515.077","15441.737","16189.805","15573.749","15247.386","15628.754","15573.749","15925.781","14873.352","14440.646","16633.512","17891.293","","","","",
"Argelia","DZA","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","4374.731","4316.059","4140.043","4129.042","3784.344","4180.38","5977.21","6098.221","6538.261","7876.716","6842.622","7623.693","7264.327","9383.853","9614.874","11301.694","11045.004","13879.595","13175.531","15372.064","18635.694","18169.985","18657.696","22038.67","22786.738","22522.714","22779.404","25111.616","27308.149","25173.955","23223.111","26087.038","28701.609","28015.88","30476.437","27102.797","27429.16","30043.731","33116.677","22207.352","30890.808","28481.589","29519.35","31968.906","32845.319","31077.825","35261.872","38353.153","37392.399","44928.084","45401.127","46959.602","48580.416","51961.39","52900.142","55562.384","53519.865","","","","",
"Asia oriental y el Pacífico (excluido altos ingresos)","EAP","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","56052.182636063","61532.5957778863","60923.3258167095","64705.5832332825","74214.4205017182","84178.1558493537","97744.3905016203","103430.616491619","121732.927113619","147086.157963217","205298.437969212","236609.36624317","260972.093210639","291508.961043378","308435.571829088","332339.732184461","375529.36997817","409023.075325708","447124.457991592","450616.90130932","452194.370454933","439108.713612143","441592.310383259","460089.053248788","455283.275154016","472712.474946584","496014.995906887","521118.766519504","566157.344893186","587023.960010031","570258.764671779","622911.805036235","680990.082038495","743868.196843762","747499.165909161","821185.832063654","891358.893809406","968137.385137769","920824.757921953","939973.535185036","1046636.0022153","1058324.78848947","1061864.06641685","1150974.3100709","1295802.29208215","1304511.62659566","1317430.77838139","1344889.93494442","1400813.03024171","1407410.12194269","1587779.52294549","1629954.7045202","1697165.09734701","1781585.13517252","1812971.74321511","1877494.16037944","1904245.56891673","","","","",
"inicial del dividendo demográfico","EAR","Emisiones de CO2 del consumo de combustible líquido (% del total)","EN.ATM.CO2E.LF.KT","250985.536641263","262871.545310531","272994.119380106","288503.033347645","313749.660813176","332155.429493625","354947.849603364","368285.692258084","416603.200581055","445330.279397548","489351.972904087","541889.19252063","546676.968518804","604610.950498293","644226.485180419","684364.32269871","739062.297975875","820988.147190483","867510.947640727","947207.547793734","980112.626472096","1028542.96771529","1095030.60483776","1121433.39168619","1117860.53750257","1165083.52653753","1213498.72856808","1242573.5864479","1296525.95550242","1341977.65665821","1288301.57823441","1410367.69957035","1501031.445","1538695.202","1554364.293","1555251.707","1610542.733","1640454.452","1717230.431","1803980.65","1921045.958","1930653.498","1915626.132","1981793.48","2041627.919","2042166.968","2119551.669","2140563.579","2287951.31","2395794.113","2381859.513","2379919.67","2518832.964","2527501.752","2649414.834","2710404.378","2654475.294","","","","",
